Date,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
28-04-2023,29481.013535027447,29572.791692792915,28929.60854188226,29340.262498158005,17544464887.25,567993007155.91,2023-04-28T00:00:00.000Z,2023-04-28T01:02:00.000Z,2023-04-28T13:54:00.000Z,2023-04-28T23:59:59.999Z
27-04-2023,28428.464278678897,29871.54635164288,28402.88738665169,29473.786183672837,27153445027.31,570550222405.71,2023-04-27T00:00:00.000Z,2023-04-27T18:46:00.000Z,2023-04-27T00:02:00.000Z,2023-04-27T23:59:59.999Z
26-04-2023,28300.05927438531,29995.83849111743,27324.549006523932,28422.70087849232,31854242019.49,550180352607.55,2023-04-26T00:00:00.000Z,2023-04-26T12:59:00.000Z,2023-04-26T20:03:00.000Z,2023-04-26T23:59:59.999Z
25-04-2023,27514.87239121884,28371.077696197786,27207.932556740943,28307.59809066535,17733373139.17,547928945542.45,2023-04-25T00:00:00.000Z,2023-04-25T22:05:00.000Z,2023-04-25T08:24:00.000Z,2023-04-25T23:59:59.999Z
24-04-2023,27591.729521890473,27979.98190066292,27070.849499552543,27525.33949959111,17703288330.24,532766516006.96,2023-04-24T00:00:00.000Z,2023-04-24T01:20:00.000Z,2023-04-24T16:56:00.000Z,2023-04-24T23:59:59.999Z
23-04-2023,27816.144792576142,27820.24449092755,27400.313735867676,27591.38463190681,12785446832.04,534020212996.71,2023-04-23T00:00:00.000Z,2023-04-23T00:01:00.000Z,2023-04-23T18:51:00.000Z,2023-04-23T23:59:59.999Z
22-04-2023,27265.89501625829,27872.143167903887,27169.57112040993,27817.500917437257,13125734602.38,538371205878.3,2023-04-22T00:00:00.000Z,2023-04-22T23:08:00.000Z,2023-04-22T01:18:00.000Z,2023-04-22T23:59:59.999Z
21-04-2023,28249.231270723743,28349.967857708452,27177.365299574205,27276.909687575568,20759504329.87,527883377617.69,2023-04-21T00:00:00.000Z,2023-04-21T00:49:00.000Z,2023-04-21T22:39:00.000Z,2023-04-21T23:59:59.999Z
20-04-2023,28823.682862437203,29076.401048519936,28037.25725722351,28245.98731049337,21340360359.79,546611911812.66,2023-04-20T00:00:00.000Z,2023-04-20T06:19:00.000Z,2023-04-20T19:29:00.000Z,2023-04-20T23:59:59.999Z
19-04-2023,30394.187904359267,30411.053790876467,28669.898268151563,28822.680472900887,24571565420.76,557748035703.28,2023-04-19T00:00:00.000Z,2023-04-19T00:19:00.000Z,2023-04-19T23:24:00.000Z,2023-04-19T23:59:59.999Z
18-04-2023,29449.0917046267,30470.302014738132,29154.84937086217,30397.55273552258,19480529496.02,588197752221.23,2023-04-18T00:00:00.000Z,2023-04-18T12:23:00.000Z,2023-04-18T01:16:00.000Z,2023-04-18T23:59:59.999Z
17-04-2023,30317.145697415202,30319.196576603867,29275.371057633616,29445.044904962764,17872186762.03,569735854496.74,2023-04-17T00:00:00.000Z,2023-04-17T00:02:00.000Z,2023-04-17T15:41:00.000Z,2023-04-17T23:59:59.999Z
16-04-2023,30315.976416622234,30555.53763344086,30157.832325260348,30315.35545612029,12854816416.5,586546802552.23,2023-04-16T00:00:00.000Z,2023-04-16T19:33:00.000Z,2023-04-16T01:13:00.000Z,2023-04-16T23:59:59.999Z
15-04-2023,30490.74927242369,30601.740164292667,30245.881938715993,30318.496953064554,11940685377.62,586582359795.4,2023-04-15T00:00:00.000Z,2023-04-15T00:28:00.000Z,2023-04-15T17:37:00.000Z,2023-04-15T23:59:59.999Z
14-04-2023,30409.5616914944,31005.608044472887,30044.497509619017,30485.700029255324,22659995079.31,589786626446.89,2023-04-14T00:00:00.000Z,2023-04-14T06:54:00.000Z,2023-04-14T16:50:00.000Z,2023-04-14T23:59:59.999Z
13-04-2023,29892.73945987711,30539.846481282515,29878.622163408105,30399.066385491835,17487721001.39,588084165990.41,2023-04-13T00:00:00.000Z,2023-04-13T18:16:00.000Z,2023-04-13T00:20:00.000Z,2023-04-13T23:59:59.999Z
12-04-2023,30231.581623239563,30462.480941487043,29725.573350158436,30139.052871052005,18651929926.37,583034311648.57,2023-04-12T00:00:00.000Z,2023-04-12T12:36:00.000Z,2023-04-12T15:14:00.000Z,2023-04-12T23:59:59.999Z
11-04-2023,29653.679647445995,30509.083666456423,29609.301368034943,30235.058938955266,20121259843.07,584854674446.17,2023-04-11T00:00:00.000Z,2023-04-11T19:19:00.000Z,2023-04-11T00:10:00.000Z,2023-04-11T23:59:59.999Z
10-04-2023,28336.028237401144,29771.463928909954,28189.270771369433,29652.98009708406,19282400094.3,573568312635.13,2023-04-10T00:00:00.000Z,2023-04-10T23:15:00.000Z,2023-04-10T13:58:00.000Z,2023-04-10T23:59:59.999Z
09-04-2023,27952.367615612475,28532.829969278082,27828.481410543493,28333.050047624925,12175322950.95,548015190714.46,2023-04-09T00:00:00.000Z,2023-04-09T22:07:00.000Z,2023-04-09T14:22:00.000Z,2023-04-09T23:59:59.999Z
08-04-2023,27920.512778528697,28159.862779875504,27883.386552621025,27947.79454969423,9373255556,540536533674.58,2023-04-08T00:00:00.000Z,2023-04-08T05:57:00.000Z,2023-04-08T00:55:00.000Z,2023-04-08T23:59:59.999Z
07-04-2023,28038.9669696205,28111.59328412164,27794.03182581009,27925.859408412933,10861680497.27,540086456069.02,2023-04-07T00:00:00.000Z,2023-04-07T00:57:00.000Z,2023-04-07T07:57:00.000Z,2023-04-07T23:59:59.999Z
06-04-2023,28175.22707737488,28178.384312375736,27738.759361405984,28044.139754944128,13837809380.28,542349825341.83,2023-04-06T00:00:00.000Z,2023-04-06T00:01:00.000Z,2023-04-06T10:38:00.000Z,2023-04-06T23:59:59.999Z
05-04-2023,28169.726952853987,28739.238110653572,27843.76449542776,28177.9835569508,17052315986.14,544910072721.85,2023-04-05T00:00:00.000Z,2023-04-05T02:38:00.000Z,2023-04-05T16:17:00.000Z,2023-04-05T23:59:59.999Z
04-04-2023,27795.274323998936,28433.742975997215,27681.305056614092,28168.0898164027,15284538858.55,544693901827.85,2023-04-04T00:00:00.000Z,2023-04-04T11:09:00.000Z,2023-04-04T00:38:00.000Z,2023-04-04T23:59:59.999Z
03-04-2023,28183.0803582438,28475.622507498865,27276.719948809692,27790.220854773645,19556501326.93,537360742269.69,2023-04-03T00:00:00.000Z,2023-04-03T10:31:00.000Z,2023-04-03T21:02:00.000Z,2023-04-03T23:59:59.999Z
02-04-2023,28462.844801116054,28518.958407845254,27884.087091328583,28199.308383774474,12284641999.34,545245950698.05,2023-04-02T00:00:00.000Z,2023-04-02T03:40:00.000Z,2023-04-02T22:20:00.000Z,2023-04-02T23:59:59.999Z
01-04-2023,28473.331801197142,28802.45747844686,28297.172497645388,28411.03424309244,10876469900.68,549318113504.07,2023-04-01T00:00:00.000Z,2023-04-01T02:02:00.000Z,2023-04-01T15:04:00.000Z,2023-04-01T23:59:59.999Z
31-03-2023,28032.2622677886,28639.896083757507,27583.715260068304,28478.484605680438,19001327597.88,550593053896.62,2023-03-31T00:00:00.000Z,2023-03-31T14:52:00.000Z,2023-03-31T07:48:00.000Z,2023-03-31T23:59:59.999Z
30-03-2023,28350.141491187987,29159.90261786623,27720.15933761617,28033.563150395665,22435349950.56,541964802720.42,2023-03-30T00:00:00.000Z,2023-03-30T02:41:00.000Z,2023-03-30T18:11:00.000Z,2023-03-30T23:59:59.999Z
29-03-2023,27267.03217460021,28619.543388800823,27259.66118041008,28348.442342812003,20684945905.97,548025510532.62,2023-03-29T00:00:00.000Z,2023-03-29T08:38:00.000Z,2023-03-29T00:49:00.000Z,2023-03-29T23:59:59.999Z
28-03-2023,27132.888921445134,27460.7194594252,26677.81872811284,27268.131482914527,17783600384.84,527117850100.66,2023-03-28T00:00:00.000Z,2023-03-28T20:01:00.000Z,2023-03-28T10:55:00.000Z,2023-03-28T23:59:59.999Z
27-03-2023,27994.067923252504,28037.925860641368,26606.689001139537,27139.88853052214,18188895177.73,524615890807.42,2023-03-27T00:00:00.000Z,2023-03-27T00:53:00.000Z,2023-03-27T15:12:00.000Z,2023-03-27T23:59:59.999Z
26-03-2023,27495.52395825096,28178.144437213232,27445.046354925245,27994.32951422271,13878363191.96,541106062437.58,2023-03-26T00:00:00.000Z,2023-03-26T13:59:00.000Z,2023-03-26T00:18:00.000Z,2023-03-26T23:59:59.999Z
25-03-2023,27487.337738386257,27791.825602760004,27196.233829504792,27494.706878377543,13383005987.37,531424045822.58,2023-03-25T00:00:00.000Z,2023-03-25T15:52:00.000Z,2023-03-25T20:03:00.000Z,2023-03-25T23:59:59.999Z
24-03-2023,28324.11169520493,28388.437745563944,27039.265431502597,27493.285143623496,25980310960.02,531370969956.36,2023-03-24T00:00:00.000Z,2023-03-24T00:25:00.000Z,2023-03-24T21:36:00.000Z,2023-03-24T23:59:59.999Z
23-03-2023,27301.957494354938,28729.843469678315,27183.363740707282,28333.972711378767,24220433689.12,547590658474.12,2023-03-23T00:00:00.000Z,2023-03-23T15:18:00.000Z,2023-03-23T01:53:00.000Z,2023-03-23T23:59:59.999Z
22-03-2023,28158.719991806116,28803.33592066941,26759.99623312224,27307.436768413274,33382021889.86,527720639354.35,2023-03-22T00:00:00.000Z,2023-03-22T18:06:00.000Z,2023-03-22T20:00:00.000Z,2023-03-22T23:59:59.999Z
21-03-2023,27768.39203181537,28439.561588710232,27439.647094150285,28175.816835424946,36102192830.48,544473344614.66,2023-03-21T00:00:00.000Z,2023-03-21T16:54:00.000Z,2023-03-21T07:14:00.000Z,2023-03-21T23:59:59.999Z
20-03-2023,28041.601917494194,28527.72422274135,27242.880702919123,27767.236331826196,44774027663.55,536553055078.31,2023-03-20T00:00:00.000Z,2023-03-20T09:05:00.000Z,2023-03-20T03:54:00.000Z,2023-03-20T23:59:59.999Z
19-03-2023,26969.503787812773,28440.561217258273,26907.71627371266,28038.674946765103,37769448858.69,541771324421.11,2023-03-19T00:00:00.000Z,2023-03-19T20:12:00.000Z,2023-03-19T07:12:00.000Z,2023-03-19T23:59:59.999Z
18-03-2023,27448.117269610462,27725.953416209864,26636.260945975282,26965.879757026636,35723036817.12,521018360376.26,2023-03-18T00:00:00.000Z,2023-03-18T01:06:00.000Z,2023-03-18T16:32:00.000Z,2023-03-18T23:59:59.999Z
17-03-2023,25055.123219270015,27787.812225225498,24955.169055285627,27423.930634049197,50730261335.05,529839581714.46,2023-03-17T00:00:00.000Z,2023-03-17T22:49:00.000Z,2023-03-17T00:40:00.000Z,2023-03-17T23:59:59.999Z
16-03-2023,24373.456617017335,25190.32698449262,24225.110958628262,25052.78972174803,33866061746.62,484005642386.83,2023-03-16T00:00:00.000Z,2023-03-16T19:26:00.000Z,2023-03-16T01:20:00.000Z,2023-03-16T23:59:59.999Z
15-03-2023,24770.925668702967,25240.615818348535,23964.909846876988,24375.961357831246,43655701450.2,470908667056.64,2023-03-15T00:00:00.000Z,2023-03-15T13:23:00.000Z,2023-03-15T17:05:00.000Z,2023-03-15T23:59:59.999Z
14-03-2023,24201.76600614591,26514.717165528455,24081.18265166227,24746.074658847734,54622230163.97,478037073214.71,2023-03-14T00:00:00.000Z,2023-03-14T13:05:00.000Z,2023-03-14T00:15:00.000Z,2023-03-14T23:59:59.999Z
13-03-2023,22156.406675322058,24550.837485761334,21918.199930890016,24197.5329977753,49466362688.47,467417380966.85,2023-03-13T00:00:00.000Z,2023-03-13T15:32:00.000Z,2023-03-13T10:19:00.000Z,2023-03-13T23:59:59.999Z
12-03-2023,20628.029034458348,22185.03111087706,20448.80626107676,22163.94995191503,29279035521.01,428114557464.91,2023-03-12T00:00:00.000Z,2023-03-12T23:58:00.000Z,2023-03-12T07:49:00.000Z,2023-03-12T23:59:59.999Z
11-03-2023,20187.877074733235,20792.525692444524,20068.66031241524,20632.409629392565,30180288175.61,398509689462.45,2023-03-11T00:00:00.000Z,2023-03-11T05:59:00.000Z,2023-03-11T12:56:00.000Z,2023-03-11T23:59:59.999Z
10-03-2023,20367.00177713576,20370.595398116,19628.254309420507,20187.243647616287,39578257695.31,389890609883.9,2023-03-10T00:00:00.000Z,2023-03-10T00:03:00.000Z,2023-03-10T11:25:00.000Z,2023-03-10T23:59:59.999Z
09-03-2023,21720.07931756107,21802.71668117176,20210.3067467507,20363.021111725368,30364664170.83,393268847887.5,2023-03-09T00:00:00.000Z,2023-03-09T03:42:00.000Z,2023-03-09T21:01:00.000Z,2023-03-09T23:59:59.999Z
08-03-2023,22216.442321102208,22268.896252187904,21708.050506040505,21718.079830432067,22536575684.49,419421447158.25,2023-03-08T00:00:00.000Z,2023-03-08T00:23:00.000Z,2023-03-08T23:43:00.000Z,2023-03-08T23:59:59.999Z
07-03-2023,22428.32238968881,22527.41864168071,22011.262496656873,22219.76907094175,22765452203.97,429090671120,2023-03-07T00:00:00.000Z,2023-03-07T03:07:00.000Z,2023-03-07T21:25:00.000Z,2023-03-07T23:59:59.999Z
06-03-2023,22436.81677589737,22584.293808702274,22331.314828369683,22429.75753334634,17353192895.19,433122543176.49,2023-03-06T00:00:00.000Z,2023-03-06T16:05:00.000Z,2023-03-06T05:07:00.000Z,2023-03-06T23:59:59.999Z
05-03-2023,22354.14359815582,22613.685230682047,22307.143313422126,22435.514196973487,13317001732.58,433216160786.45,2023-03-05T00:00:00.000Z,2023-03-05T01:49:00.000Z,2023-03-05T02:41:00.000Z,2023-03-05T23:59:59.999Z
04-03-2023,22362.92302679091,22405.1769535758,22198.981009392606,22353.350073930676,11166012913.03,431607268094.04,2023-03-04T00:00:00.000Z,2023-03-04T06:35:00.000Z,2023-03-04T20:49:00.000Z,2023-03-04T23:59:59.999Z
03-03-2023,23476.633731258356,23479.34809376563,22213.23759376628,22362.6793319333,26062404610.39,431765463285.53,2023-03-03T00:00:00.000Z,2023-03-03T00:04:00.000Z,2023-03-03T21:22:00.000Z,2023-03-03T23:59:59.999Z
02-03-2023,23647.019473129796,23739.138076779185,23245.021433240236,23475.466737662264,20386398516.25,453226586695.74,2023-03-02T00:00:00.000Z,2023-03-02T00:24:00.000Z,2023-03-02T14:23:00.000Z,2023-03-02T23:59:59.999Z
01-03-2023,23150.92995817847,23880.63246286755,23088.626699901255,23646.549899144964,24662841199.56,456508161672.8,2023-03-01T00:00:00.000Z,2023-03-01T09:01:00.000Z,2023-03-01T00:57:00.000Z,2023-03-01T23:59:59.999Z
28-02-2023,23521.838822394886,23585.38406953924,23077.6503704068,23147.35338990846,20535363433.98,446846764116.35,2023-02-28T00:00:00.000Z,2023-02-28T16:10:00.000Z,2023-02-28T21:44:00.000Z,2023-02-28T23:59:59.999Z
27-02-2023,23561.450681524497,23857.891125262795,23205.879245350094,23522.871914506002,22660763494.22,454075216419.73,2023-02-27T00:00:00.000Z,2023-02-27T15:11:00.000Z,2023-02-27T18:35:00.000Z,2023-02-27T23:59:59.999Z
26-02-2023,23174.15076871508,23654.367374645797,23084.221639724135,23561.212910916336,16644534841.91,454795165822.83,2023-02-26T00:00:00.000Z,2023-02-26T20:46:00.000Z,2023-02-26T02:20:00.000Z,2023-02-26T23:59:59.999Z
25-02-2023,23200.125853429145,23210.211072334423,22861.558664814136,23175.375635842458,16100721565.07,447323985682.72,2023-02-25T00:00:00.000Z,2023-02-25T00:31:00.000Z,2023-02-25T20:50:00.000Z,2023-02-25T23:59:59.999Z
24-02-2023,23946.007863671563,24103.704483456677,23007.07132664495,23198.12748788315,26811744927.57,447747058643.64,2023-02-24T00:00:00.000Z,2023-02-24T01:19:00.000Z,2023-02-24T19:46:00.000Z,2023-02-24T23:59:59.999Z
23-02-2023,24190.71898354621,24572.089421454446,23693.919485258688,23947.49252317601,30476264066,462189287816.46,2023-02-23T00:00:00.000Z,2023-02-23T03:05:00.000Z,2023-02-23T12:08:00.000Z,2023-02-23T23:59:59.999Z
22-02-2023,24437.418479922784,24472.33975721861,23644.317715789413,24188.842976694308,30199996780.9,466821375594.42,2023-02-22T00:00:00.000Z,2023-02-22T00:10:00.000Z,2023-02-22T17:16:00.000Z,2023-02-22T23:59:59.999Z
21-02-2023,24833.048914297397,25126.851685722035,24200.364116338482,24436.354484576015,31252098713.68,471577656114.25,2023-02-21T00:00:00.000Z,2023-02-21T08:30:00.000Z,2023-02-21T22:06:00.000Z,2023-02-21T23:59:59.999Z
20-02-2023,24336.623340482118,25020.45951252541,23927.909253473492,24829.14756994915,28987376572.9,479132405758.14,2023-02-20T00:00:00.000Z,2023-02-20T15:10:00.000Z,2023-02-20T01:16:00.000Z,2023-02-20T23:59:59.999Z
19-02-2023,24640.02722142087,25093.05514954421,24327.641672282658,24327.641672282658,25555105669.92,469431477134.26,2023-02-19T00:00:00.000Z,2023-02-19T16:16:00.000Z,2023-02-19T23:59:00.000Z,2023-02-19T23:59:59.999Z
18-02-2023,24565.295999850914,24798.835570650936,24468.373630858852,24641.276948425817,19625427157.74,475459130854.86,2023-02-18T00:00:00.000Z,2023-02-18T18:16:00.000Z,2023-02-18T11:01:00.000Z,2023-02-18T23:59:59.999Z
17-02-2023,23621.282494263785,24924.04006030843,23460.756026631254,24565.601988946673,41358451254.72,473972409615.04,2023-02-17T00:00:00.000Z,2023-02-17T20:26:00.000Z,2023-02-17T00:04:00.000Z,2023-02-17T23:59:59.999Z
16-02-2023,24307.350197799304,25134.11735019613,23602.522501390988,23623.474480806268,39316664596.38,455770787833.36,2023-02-16T00:00:00.000Z,2023-02-16T16:06:00.000Z,2023-02-16T23:55:00.000Z,2023-02-16T23:59:59.999Z
15-02-2023,22220.585338474528,24307.841328484352,22082.76908076793,24307.841328484352,32483312909.3,468947166603.22,2023-02-15T00:00:00.000Z,2023-02-15T23:59:00.000Z,2023-02-15T02:52:00.000Z,2023-02-15T23:59:59.999Z
14-02-2023,21801.823146444163,22293.140093450103,21632.393983859154,22220.80414369751,26792596580.6,428662088256.18,2023-02-14T00:00:00.000Z,2023-02-14T15:16:00.000Z,2023-02-14T14:33:00.000Z,2023-02-14T23:59:59.999Z
13-02-2023,21786.9992632743,21898.413839675686,21460.088503864434,21808.10177360093,23918742607.37,420678828415.31,2023-02-13T00:00:00.000Z,2023-02-13T07:25:00.000Z,2023-02-13T17:57:00.000Z,2023-02-13T23:59:59.999Z
12-02-2023,21870.902501849163,22060.99460655736,21682.828774706803,21788.203986260593,17821046405.57,420274300806.28,2023-02-12T00:00:00.000Z,2023-02-12T16:41:00.000Z,2023-02-12T22:10:00.000Z,2023-02-12T23:59:59.999Z
11-02-2023,21651.841862003555,21891.410562977795,21618.449727617524,21870.874064054547,16356226232,421847190488.29,2023-02-11T00:00:00.000Z,2023-02-11T23:35:00.000Z,2023-02-11T00:16:00.000Z,2023-02-11T23:59:59.999Z
10-02-2023,21819.006420404912,21941.185603316964,21539.39283051438,21651.183782936125,27078406593.87,417588395181.59,2023-02-10T00:00:00.000Z,2023-02-10T03:00:00.000Z,2023-02-10T21:46:00.000Z,2023-02-10T23:59:59.999Z
09-02-2023,22946.56551860676,22996.43751078374,21773.974614057337,21819.039914736517,32572572185.34,420806214870.32,2023-02-09T00:00:00.000Z,2023-02-09T01:03:00.000Z,2023-02-09T22:58:00.000Z,2023-02-09T23:59:59.999Z
08-02-2023,23263.415126044525,23367.95928740589,22731.09821330102,22939.398700684054,25371367757.61,442391167095.22,2023-02-08T00:00:00.000Z,2023-02-08T01:17:00.000Z,2023-02-08T16:28:00.000Z,2023-02-08T23:59:59.999Z
07-02-2023,22757.26754187948,23310.975071816956,22756.258276985336,23264.291187691553,27187964470.79,448636152158.08,2023-02-07T00:00:00.000Z,2023-02-07T18:02:00.000Z,2023-02-07T00:02:00.000Z,2023-02-07T23:59:59.999Z
06-02-2023,22954.021964172887,23119.27995032012,22692.02598404982,22760.109263300423,23825006541.98,438893838655.36,2023-02-06T00:00:00.000Z,2023-02-06T16:23:00.000Z,2023-02-06T23:22:00.000Z,2023-02-06T23:59:59.999Z
05-02-2023,23332.247600951167,23423.435611538534,22841.760312501065,22955.666016297437,19564262605.21,442642331535.6,2023-02-05T00:00:00.000Z,2023-02-05T08:43:00.000Z,2023-02-05T19:29:00.000Z,2023-02-05T23:59:59.999Z
04-02-2023,23446.320726972564,23556.94880508433,23291.795658887062,23331.84713709607,15639298538.02,449874457148.45,2023-02-04T00:00:00.000Z,2023-02-04T13:21:00.000Z,2023-02-04T05:29:00.000Z,2023-02-04T23:59:59.999Z
03-02-2023,23469.412507140038,23678.10257647552,23279.9557414819,23449.32162150656,27083066007.24,452119476083.72,2023-02-03T00:00:00.000Z,2023-02-03T16:37:00.000Z,2023-02-03T20:07:00.000Z,2023-02-03T23:59:59.999Z
02-02-2023,23720.82351727543,24167.210232201985,23468.595282557166,23471.870441279425,32066936882,452534728124.07,2023-02-02T00:00:00.000Z,2023-02-02T01:01:00.000Z,2023-02-02T23:58:00.000Z,2023-02-02T23:59:59.999Z
01-02-2023,23137.835136150523,23764.53929417068,22877.75065255435,23723.769653484665,26683255504.12,457370104397.91,2023-02-01T00:00:00.000Z,2023-02-01T22:25:00.000Z,2023-02-01T19:35:00.000Z,2023-02-01T23:59:59.999Z
31-01-2023,22840.796090600143,23225.02140388607,22765.56849944083,23139.283909912327,22837828665.18,446082285297.19,2023-01-31T00:00:00.000Z,2023-01-31T22:55:00.000Z,2023-01-31T00:39:00.000Z,2023-01-31T23:59:59.999Z
30-01-2023,23774.64896664247,23789.347177699183,22657.582167625576,22840.13890737995,27205595568.34,440298767854.8,2023-01-30T00:00:00.000Z,2023-01-30T00:14:00.000Z,2023-01-30T22:43:00.000Z,2023-01-30T23:59:59.999Z
29-01-2023,23031.4492355484,23919.889761409202,22985.0701306067,23774.56592331162,27423687259.16,458291157032.27,2023-01-29T00:00:00.000Z,2023-01-29T19:49:00.000Z,2023-01-29T00:20:00.000Z,2023-01-29T23:59:59.999Z
28-01-2023,23079.96433256669,23165.895884287078,22908.846464031027,23031.08977562008,14712928379.05,443936922524.46,2023-01-28T00:00:00.000Z,2023-01-28T00:46:00.000Z,2023-01-28T13:22:00.000Z,2023-01-28T23:59:59.999Z
27-01-2023,23030.717285647723,23417.72097245481,22654.59340843538,23078.727879912283,25383335641.41,444830940521.37,2023-01-27T00:00:00.000Z,2023-01-27T20:10:00.000Z,2023-01-27T02:02:00.000Z,2023-01-27T23:59:59.999Z
26-01-2023,23108.954486797436,23237.07716893849,22911.373351233604,23032.777598708428,26357839322.09,443923229458.15,2023-01-26T00:00:00.000Z,2023-01-26T01:06:00.000Z,2023-01-26T16:13:00.000Z,2023-01-26T23:59:59.999Z
25-01-2023,22639.26716752375,23722.09880874052,22406.075502425076,23117.85968190475,30685366708.98,445539806080.32,2023-01-25T00:00:00.000Z,2023-01-25T22:08:00.000Z,2023-01-25T01:31:00.000Z,2023-01-25T23:59:59.999Z
24-01-2023,22929.627735671096,23134.012046600146,22549.74451310499,22636.469311191635,26405069714.63,436237993963.62,2023-01-24T00:00:00.000Z,2023-01-24T06:09:00.000Z,2023-01-24T23:23:00.000Z,2023-01-24T23:59:59.999Z
23-01-2023,22721.088671950587,23126.486345437213,22654.304469693496,22934.431464358633,26518700511.88,441960667796.84,2023-01-23T00:00:00.000Z,2023-01-23T18:41:00.000Z,2023-01-23T15:01:00.000Z,2023-01-23T23:59:59.999Z
22-01-2023,22777.986661421615,23056.72965007116,22387.900462859576,22720.41562863912,24746386230.08,437814457018.41,2023-01-22T00:00:00.000Z,2023-01-22T15:19:00.000Z,2023-01-22T21:22:00.000Z,2023-01-22T23:59:59.999Z
21-01-2023,22677.42738242082,23282.347721556718,22511.833134019824,22777.625809132605,32442278429.47,438896650641.24,2023-01-21T00:00:00.000Z,2023-01-21T19:56:00.000Z,2023-01-21T00:19:00.000Z,2023-01-21T23:59:59.999Z
20-01-2023,21085.37233777419,22692.35783082474,20919.125983682126,22676.55175888814,28799154319,436928964721.29,2023-01-20T00:00:00.000Z,2023-01-20T23:23:00.000Z,2023-01-20T08:34:00.000Z,2023-01-20T23:59:59.999Z
19-01-2023,20686.74590606124,21163.012288227077,20685.38118086059,21086.793304844312,21152848260.91,406279900295.03,2023-01-19T00:00:00.000Z,2023-01-19T20:28:00.000Z,2023-01-19T00:01:00.000Z,2023-01-19T23:59:59.999Z
18-01-2023,21161.050899700425,21564.502212963143,20541.54454877403,20688.780729864848,30005625417.91,398593008037.23,2023-01-18T00:00:00.000Z,2023-01-18T14:23:00.000Z,2023-01-18T16:47:00.000Z,2023-01-18T23:59:59.999Z
17-01-2023,21175.83326020336,21438.659357857345,20978.533624201336,21161.519219916157,24999983362.13,407681958151.49,2023-01-17T00:00:00.000Z,2023-01-17T14:26:00.000Z,2023-01-17T01:23:00.000Z,2023-01-17T23:59:59.999Z
16-01-2023,20882.22387661832,21360.87427947748,20715.74621411983,21169.6327806964,26792494049.72,407818156777.17,2023-01-16T00:00:00.000Z,2023-01-16T20:36:00.000Z,2023-01-16T15:16:00.000Z,2023-01-16T23:59:59.999Z
15-01-2023,20977.484195216995,20993.74869585351,20606.98723839924,20880.79920218209,19298407543.31,402234665331.34,2023-01-15T00:00:00.000Z,2023-01-15T17:29:00.000Z,2023-01-15T09:13:00.000Z,2023-01-15T23:59:59.999Z
14-01-2023,19910.53665706548,21075.141829957553,19907.828463560887,20976.299796392123,38967784639.05,404052157141.45,2023-01-14T00:00:00.000Z,2023-01-14T14:37:00.000Z,2023-01-14T00:04:00.000Z,2023-01-14T23:59:59.999Z
13-01-2023,18868.90593784208,19964.32272796427,18753.164262209666,19909.574624750632,29225029693.63,383483154873.96,2023-01-13T00:00:00.000Z,2023-01-13T22:44:00.000Z,2023-01-13T00:46:00.000Z,2023-01-13T23:59:59.999Z
12-01-2023,17944.068733941822,19030.087636638204,17919.231705835675,18869.588055265584,34971338710.34,363433455081.14,2023-01-12T00:00:00.000Z,2023-01-12T21:01:00.000Z,2023-01-12T00:03:06.000Z,2023-01-12T23:59:59.999Z
11-01-2023,17446.360272066515,17987.633549359143,17337.99499776178,17943.897629468323,18307186523.32,346303640718.24,2023-01-11T00:00:00.000Z,2023-01-11T23:38:06.000Z,2023-01-11T15:58:00.000Z,2023-01-11T23:59:59.999Z
10-01-2023,17192.95009444573,17484.720892404555,17162.99116698699,17446.292509299026,15808338948.79,335987993694.35,2023-01-10T00:00:00.000Z,2023-01-10T21:44:00.000Z,2023-01-10T02:43:00.000Z,2023-01-10T23:59:59.999Z
09-01-2023,17093.99249812248,17389.957551426294,17093.99249812248,17196.554059639464,18624736865.86,331160060320.4,2023-01-09T00:00:00.000Z,2023-01-09T18:34:00.000Z,2023-01-09T00:00:00.000Z,2023-01-09T23:59:59.999Z
08-01-2023,16954.145725849703,17091.14445130325,16924.050073925267,17091.14445130325,9768827914.24,329114546384.43,2023-01-08T00:00:00.000Z,2023-01-08T23:59:00.000Z,2023-01-08T00:43:00.000Z,2023-01-08T23:59:59.999Z
07-01-2023,16952.11698101385,16975.016620564034,16914.192080111883,16955.077435158768,7714767174.32,326478273136.7,2023-01-07T00:00:00.000Z,2023-01-07T01:04:00.000Z,2023-01-07T12:13:00.000Z,2023-01-07T23:59:59.999Z
06-01-2023,16836.473439155277,16991.99412117054,16716.422270521653,16951.969516629335,14413662912.72,326401273258.71,2023-01-06T00:00:00.000Z,2023-01-06T20:19:00.000Z,2023-01-06T13:14:00.000Z,2023-01-06T23:59:59.999Z
05-01-2023,16863.472056826773,16884.02211647721,16790.283040692182,16836.736645223573,13692758566.46,324163886549.58,2023-01-05T00:00:00.000Z,2023-01-05T00:21:00.000Z,2023-01-05T14:04:00.000Z,2023-01-05T23:59:59.999Z
04-01-2023,16680.204971419756,16964.585185463384,16667.763725134693,16863.238258283258,18421743322.29,324658229824.73,2023-01-04T00:00:00.000Z,2023-01-04T18:55:00.000Z,2023-01-04T00:50:00.000Z,2023-01-04T23:59:59.999Z
